date	life	healthr	warap	infoacc	matequal	examwit	citdep	execindp	part	amparo	treat	nat	healthf	remuner	profleg	jc	democ	freerel	jrem	childpro	hogid	cruelty	leisure	pubmeet	childwrk	concop	hoshog	partrght	miranda	terror	remleg	legjoint	habcorp	nomil	occupate	assem	prtyduty	taxes	safework	exinst	military	busines	expost	socecon	invexe	intlaw	assets	referen	express	legsupr	resrce	judretir	debtors	buildsoc	oath	petition	falseimp	ombuds	jury	hr	devlpers	provwork	freemove	initiat	fedunit	judsal	illadmin	opinion	amndamaj	govmed	market	legisl	slave	citren	truthcom	civil	medcom	unamend	judind	science	press	radio	offrel	em	prevlead	partprf	couns	partprh	censor	proprght	voteun	speedtri	voteres	flag	lhquota	env	freecomp	selfdet	hosid	fndfam	bankrupt	achighed	intexec	assoc	seccess	standliv	strike	rghtapp	motto	immunity	jointrde	amend	trilang	libel	prisonrg	compvote	conrem	excrim	hosdiss	custlaw	rulelaw	prerel	ethincl	lang	presinoc	anthem	work	arms	cabinet	dueproc	cultrght	socsec	opgroup	prevcond	dignity	hocop	solid	inherit	equal	resenex	intorgs	census	housenum	shelter	scifree	natcit	edfree	marriage	seprel	oversght	exprcomp	inalrght	conright	doubjep	educate	socialsm	acfree	privacy	tradeun	juvenile	evidence	overthrw	asylum	judprec	testate	provhlth	torture	tv	fedrev	wolaw	terr	uhelsys	god	artists	exprop	binding	milserv	forinves	lhcohort	pubtri	econplan	capital	fortrad	bank	fairtri	emrights	telecom	transfer	langprot	access	edcomp	uhquota	freeelec	intrght_1	intrght_2	intrght_3	intrght_4	intrght_5	intrght_6	intrght_7	intrght_9	cc	hogdiss	depexec	finsup_1	finsup_2	finsup_3	finsup_4	grjury	civmar	vicright	counscos	intprop_1	intprop_2	intprop_3	intprop_4	equalgr_1	equalgr_2	equalgr_3	equalgr_4	equalgr_5	equalgr_6	equalgr_7	equalgr_8	equalgr_9	equalgr_10	equalgr_11	equalgr_12	equalgr_13	equalgr_14	equalgr_15	equalgr_16
1810-01-31	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.2	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.1	0.1	0.0	0.1	0.1	0.0	0.0	0.3	0.0	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1811-01-31	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1812-01-31	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1813-01-31	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.272727272727	0.0	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.181818181818	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.181818181818	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.181818181818	0.181818181818	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.181818181818	0.0909090909091	0.181818181818	0.0909090909091	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1814-01-31	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1815-01-31	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1816-01-31	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.181818181818	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.181818181818	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.181818181818	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0909090909091	0.181818181818	0.0909090909091	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1817-01-31	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.181818181818	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.181818181818	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.181818181818	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.181818181818	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181818181818	0.0	0.0	0.0909090909091	0.0909090909091	0.181818181818	0.0909090909091	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.181818181818	0.0	0.0909090909091	0.0	0.0	0.0909090909091	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0	0.0909090909091	0.0	0.0	0.0	0.0909090909091	0.0909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1818-01-31	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0714285714286	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0	0.0714285714286	0.0	0.142857142857	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0714285714286	0.0	0.0	0.0714285714286	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.142857142857	0.0714285714286	0.0	0.142857142857	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0	0.0714285714286	0.0714285714286	0.0	0.0714285714286	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0714285714286	0.0	0.142857142857	0.0714285714286	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0714285714286	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0714285714286	0.142857142857	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0714285714286	0.0	0.0714285714286	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0714285714286	0.0714285714286	0.142857142857	0.0714285714286	0.0	0.0	0.0714285714286	0.0714285714286	0.0	0.0	0.142857142857	0.0	0.0714285714286	0.0	0.0	0.0714285714286	0.0	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0	0.0714285714286	0.0	0.0	0.0	0.0714285714286	0.0714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1819-01-31	0.0666666666667	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.0666666666667	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.133333333333	0.0	0.0	0.133333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.0	0.133333333333	0.0	0.2	0.0	0.0	0.0666666666667	0.0	0.0	0.0	0.0	0.2	0.0	0.0666666666667	0.0	0.0	0.133333333333	0.0	0.0	0.0666666666667	0.0	0.0	0.0	0.0	0.0	0.133333333333	0.2	0.0666666666667	0.0	0.133333333333	0.0	0.0	0.0	0.0666666666667	0.0	0.0	0.2	0.0	0.0	0.0666666666667	0.0	0.0	0.2	0.0666666666667	0.0	0.0	0.0	0.0	0.0666666666667	0.0666666666667	0.133333333333	0.133333333333	0.0	0.133333333333	0.0666666666667	0.0	0.0	0.0666666666667	0.0	0.0	0.133333333333	0.0	0.133333333333	0.133333333333	0.0666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.133333333333	0.133333333333	0.0	0.133333333333	0.0666666666667	0.0	0.0	0.0	0.0	0.0666666666667	0.133333333333	0.2	0.0	0.0	0.0666666666667	0.0666666666667	0.0	0.0	0.0	0.0666666666667	0.0666666666667	0.0	0.0	0.0666666666667	0.0	0.0	0.0	0.133333333333	0.0	0.0	0.0666666666667	0.0	0.133333333333	0.0	0.0	0.0666666666667	0.0666666666667	0.0	0.0	0.133333333333	0.0	0.0	0.133333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.133333333333	0.133333333333	0.2	0.0666666666667	0.0	0.0	0.0666666666667	0.133333333333	0.0	0.0	0.2	0.0	0.0666666666667	0.0666666666667	0.0	0.0666666666667	0.0	0.0666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.0	0.0	0.0	0.0	0.0666666666667	0.0	0.0	0.0	0.0666666666667	0.0666666666667	0.0	0.0666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1820-01-31	0.0555555555556	0.0	0.0	0.0	0.0	0.0	0.0555555555556	0.0555555555556	0.0	0.0	0.166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0555555555556	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0555555555556	0.0	0.111111111111	0.0	0.166666666667	0.0	0.0	0.0555555555556	0.0	0.0	0.0	0.0	0.166666666667	0.0	0.0555555555556	0.0	0.0	0.111111111111	0.0	0.0	0.0555555555556	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.166666666667	0.0555555555556	0.0	0.111111111111	0.0	0.0	0.0	0.0555555555556	0.0	0.0	0.166666666667	0.0	0.0	0.0555555555556	0.0	0.0	0.166666666667	0.0555555555556	0.0	0.0	0.0	0.0	0.0555555555556	0.0555555555556	0.111111111111	0.111111111111	0.0	0.111111111111	0.0555555555556	0.0	0.0	0.0555555555556	0.0	0.0	0.111111111111	0.0	0.111111111111	0.111111111111	0.0555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.111111111111	0.0	0.111111111111	0.0555555555556	0.0	0.0	0.0	0.0	0.0555555555556	0.111111111111	0.166666666667	0.0	0.0	0.0555555555556	0.0555555555556	0.0	0.0	0.0	0.0555555555556	0.0555555555556	0.0	0.0	0.0555555555556	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0555555555556	0.0	0.111111111111	0.0	0.0	0.0555555555556	0.0555555555556	0.0	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.0	0.0	0.111111111111	0.111111111111	0.166666666667	0.0555555555556	0.0	0.0	0.0555555555556	0.111111111111	0.0	0.0	0.166666666667	0.0	0.0555555555556	0.0555555555556	0.0	0.0555555555556	0.0	0.0555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0555555555556	0.0	0.0	0.0	0.0	0.0555555555556	0.0	0.0	0.0	0.0555555555556	0.0555555555556	0.0	0.0555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1821-01-31	0.05	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.1	0.0	0.15	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.15	0.0	0.05	0.0	0.0	0.1	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.1	0.15	0.05	0.0	0.1	0.0	0.0	0.0	0.05	0.0	0.0	0.15	0.0	0.0	0.05	0.0	0.0	0.15	0.05	0.0	0.0	0.0	0.0	0.05	0.05	0.1	0.1	0.0	0.1	0.05	0.0	0.0	0.05	0.0	0.0	0.1	0.0	0.1	0.1	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.05	0.0	0.0	0.0	0.0	0.05	0.1	0.15	0.0	0.0	0.05	0.05	0.0	0.0	0.0	0.05	0.05	0.0	0.0	0.05	0.0	0.0	0.0	0.1	0.0	0.0	0.05	0.0	0.1	0.0	0.0	0.05	0.05	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.1	0.1	0.15	0.05	0.0	0.0	0.05	0.1	0.0	0.0	0.15	0.0	0.05	0.05	0.0	0.05	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.05	0.05	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
